Language	English
Menu_Loading_6_1_courtyard	Apesar de todos seus esforços para tentar adentrar o castelo sem ser notado, os Vampiros sabem que Gabriel está a caminho. A noite se aproxima rapidamente, e em breve ele terá de usar todo seu poder e inteligência para derrotar os pesadelos que habitam este lugar de morte e decadência. Sua força cresce dia após dia, mas seu ódio também se intensifica profundamente. Ele come pouco e dorme menos ainda. Sua amada Marie está lá, em seus pensamentos: ele sabe que sua jornada ainda está longe de terminar. Temo que este castelo vá empurrá-lo para o abismo do qual não há escapatória.
Menu_Loading_6_1_courtyard_a	Parece que entrar no castelo será mais difícil do que o esperado. Gabriel vai ter que navegar pelos jardins do labirinto. Um homem pode se perder para sempre neste lugar, ou ser devorado pelas criaturas que assombram estes labirínticos corredores. Estes jardins eram os mais bonitos de toda a Europa, e muitos peregrinos vinham de terras muito distantes para visitar as áreas do castelo e apreciar sua eterna beleza. Agora jazem podres e perdidos, decadentes enquanto vive seu mestre.
Menu_Loading_6_3_castle_hall	O tempo está se esgotando. A noite já se aproxima. Logo o castelo estará repleto de vampiros. Os mais poderosos de sua espécie são capazes de assumir a aparência de humanos de ascendência aristocrática. Gabriel deve se manter vigilante agora, pois as aparências enganam. Ouvi dizer que neste lugar é possível enfrentar os mais mortais dos inimigos sem perceber até que seja tarde demais.
Menu_Loading_6_5_refectory	Ela tem o corpo de uma criança inocente, mas a inteligência e a astúcia de um predador experiente. Ela matará Gabriel num piscar de olhos se for capaz. A bela Laura, transformada muitos séculos atrás, leva uma cruel e solitária existência desde então. Gabriel tem que tomar muito cuidado a partir de agora, com a certeza de que a 'mãe' dela, aquela que comanda por aqui, está plenamente consciente de sua presença. E também com a certeza de que a própria Laura tem um importante papel nesta história.
Menu_Loading_7_1_balcony	O Açougueiro que comandava as cozinhas do castelo costumava alimentar os Ghouls com cadáveres. A eficiência da criadagem da Rainha é realmente assustadora. Os Vampiros drenam o sangue e os Ghouls se alimentam dos restos: nada é desperdiçado. O uso de seus poderes está tornando Gabriel muito mais forte do que eu esperava. Ele vai precisar de mais do que força física quando enfrentá-la. Ela pode colocar um encanto sobre seu coração, que o deixará tentado a esquecer de tudo aquilo que viveu, inclusive de sua amada. Ela tem o outro pedaço da máscara, e temo que ele acabe sendo derrotado.
Menu_Loading_7_3_chromatic_observatory	Esta parte do castelo era o local onde o aclamado cientista Friedrich von Frankenstein conduzia suas experiências com vida artificial. Ele era completamente louco, e realizava experimentos terríveis em busca dos segredos da vida. Sua morte foi igualmente terrível. A Rainha Vampira o levou, mas o manteve vivo por séculos, se alimentado dele diariamente, mantendo o cientista à beira da morte ainda vivo e consciente. Poucos sabem por que ela fez isso... ela um dia amou a vida, amou todas as coisas vivas. E antes de se tornar um dos Senhores das Trevas, ela jurou que puniria Frankenstein por seus atos. E como um Senhor das Trevas, ela manteve sua palavra.
Menu_Loading_7_3_chromatic_observatory_a	Gabriel finalmente derrotou a abominação de Frankenstein. Este lugar infernal é, sozinho, suficiente para frustrar a determinação de qualquer homem, mas ainda assim Gabriel parece totalmente disposto a continuar até o fim. Mal consigo reconhecer meu velho amigo agora. Uma forte determinação tomou conta dele, e seu coração já não carrega nenhuma compaixão. Ele não tem nem dormido, lamentavelmente. Ele apenas se enfurece com o mundo e com as criaturas que se atrevem a enfrentá-lo. O próximo desafio vai forçar ainda mais sua mente, e temo que isso possa destruí-la para sempre.
Menu_Loading_8_1_tower_base	Curioso, não? Parece que o amor pode ser uma arma poderosa, mesmo para aqueles que estão mortos. Laura poupou sua vida. Ainda que tivesse o poder de retirá-la, ela a devolveu para ele, por amor. Talvez ela ainda se lembre dos braços de sua verdadeira mãe ao seu redor, confortando-a antes de ela se tornar a criatura que é hoje. Talvez ela ainda se lembre dos sentimentos de amor, mesmo tendo perdido seu coração há vários séculos. O amor de uma criança não conhece limites ou amargura: é um amor puro. O que será que vai acontecer com ela, essa alma perdida, quando matarmos e enviarmos a 'mãe' dela para as profundezas do inferno, que é seu devido lugar?
Menu_Loading_8_2_the_tower	Posso ver claramente em seu rosto que a misericórdia vampiresca está maquinando seus pensamentos. Será que Laura o faz lembrar-se da pobre Claudia? Ver sua amada Marie novamente trouxe muitas lembranças. O amor de Marie é tudo o que ele tem agora, e a esperança de abraçá-la novamente é sua única esperança. Ele está perto agora, perto da cadela que comanda esses vermes Vampiros. Gabriel vai fazê-la pagar pelas injustiças que ele sofreu em suas mãos. Ela é poderosa, ela vai fazer o possível e o impossível para tentá-lo, para trazê-lo para seu lado. Ainda resta resolver, primeiro, a questão da torre mecânica. Outra invenção maluca do Frankenstein que vai apenas atrasar sua doce vingança. Espero.
Menu_Loading_8_3_top_corridor	Os mecanismos e as engrenagens gigantes continuam a funcionar, mas Gabriel continua a superá-los. Ele agora está no centro do mal. A escuridão está por toda parte, cercando-o por todos os lados. Aqui ele vai conhecer o irmão daquele destruído por ele na aldeia. Seu nome: Olrox. Os irmãos têm sido os dois grandes campeões dela, mas ainda assim sinto que seu reinado do mal termina aqui, nesta noite. Olrox e seu irmão Brauner são traidores que se aliaram à Rainha quando ela se tornou um dos Senhores das Trevas. Desde então ele vem espalhando o terror pelas terras por onde passa, mas agora ele vai encontrar alguém que é melhor e mais poderoso do que ele. Alguém que traz uma mensagem desprovida de qualquer misericórdia. Olrox conhecerá Gabriel Belmont e sua Matadora de Vampiros!
Menu_Loading_8_4_the_throne_room	O sangue de Olrox abriu o caminho para a Rainha. Ela carrega o outro pedaço da máscara de Deus, o qual Gabriel deve tomar caso queira ficar com sua amada mais uma vez. Ela tentará seduzi-lo, encantá-lo, mas ele verá através de sua máscara, tenho certeza. Ele é tão forte agora que até mesmo ela deve temer encontrar a morte em suas mãos. Posso sentir o medo nela, um cheiro de medo. Os Vampiros podem sentir os vivos, mas não os mortos. Ela sabe que Gabriel está aqui, mas ainda assim não consegue sentir a morte por perto. Ela sabe o que ele quer. Pobre e bela Carmilla, você derramará lágrimas de sangue antes do amanhecer.
Menu_Loading_9_1_bones_forest	Então Pan anda novamente oferecendo conselhos e palavras de sabedoria para o nosso herói. Gabriel agora tem raiva: a traição de Carmilla o fez questionar sua própria fé. A irmandade não significa mais nada para ele. Ele quer apenas sua Marie de volta. Ele tem agora tem os dois pedaços da máscara, restando encontrar apenas mais um para deixá-la completa. Agora ele deve viajar para a Terra dos Mortos e enfrentar o último Senhor. A morte em pessoa. Há ainda muitas léguas pela frente, e não posso correr o risco de ser visto, pois duvido que até mesmo um de seus companheiros de irmandade possa ajudá-lo agora. Ele deve partir para onde ninguém pode segui-lo: para o abismo.
Menu_Loading_9_3_woes_moor	O cheiro de morte é forte. Uma bruxa exerce poder aqui, mas sinto que Gabriel tem força de sobra para enfrentá-la. Os ossos de seus companheiros estão espalhados por todos os lados, mas ele parece alheio a tudo. Determinado e firme para seguir adiante, ele continua a lutar, irredutível. Ele não tem dormido há dias e descansa apenas brevemente. Às vezes o escuto falando com ela, dizendo que a ama, que eles ficarão juntos novamente. No escuro ele chora por ela. Ou por sua própria alma, talvez.
Menu_Loading_9_4_1_the_music_box	A velha bruxa lançou um feitiço sobre Gabriel, tornando-o pequeninho. Pequeninho o bastante para entrar na Caixa de Música e recuperar a rosa azul que ela tanto quer. A velha bruxa me deixou nervoso. Algo que ela disse me deixou muito inquieto. Ela mencionou o 'Rei dos Anjos'... Tenho certeza de que ela falou isso. O que isso significa? Por que sinto tamanha apreensão? Espero que Gabriel tenha sucesso, e rápido, para que possamos seguir caminho. Assim que ele partir, matarei este corvo maligno para garantir que ela nunca mais coloque alguém em perigo.
Menu_Loading_10_1_marsh_of_silence	Baba Yaga enviou o nosso herói para o Cemitério dos Titãs e enviei sua alma para o mundo dos mortos. Ela não vai mais nos incomodar agora. Agora meu amigo adentra a Terra dos Mortos, e sua batalha final está chegando. Eu preciso encontrar meu próprio caminho e tentar encontrá-lo em algum ponto. Ele está por conta própria por ora. A terra exige sacrifício... um sacrifício que eu espero que ele possa fazer, pois sem isso ele não chegará muito longe. Devo ter fé nele agora. A semente foi semeada há muito tempo, e ela floresce maravilhosamente. Ele chegou até aqui pelo caminho... Devo acreditar que ele vai percorrê-lo até o fim.
Menu_Loading_10_2_misty_moor	Os poderosos Necromantes têm usado este terreno, outrora sagrado, para criar um exército de mortos. Conquistando terras vizinhas, as legiões de Zumbis devoraram os vivos e deram origem a toda esta desolação. Homem algum viajou por aqui sem conhecer a morte. Gabriel enfrenta agora seu maior desafio. Ele agora bate seus punhos contra as portas do verdadeiro inferno na Terra, e o Senhor que aqui comanda está a escutá-lo, esperando por ele. Sorrindo...
Menu_Loading_10_3_cementery	Então o velho deus está morto. A que ponto chegamos, enfim. O sangue de um deus abriu o caminho. Bom, Gabriel, muito bom. Há apenas um Deus verdadeiro, e todos os usurpadores devem ser descartados. Contudo, o sacrifício de Pan não foi em vão. Agora nosso guerreiro da luz pode prosseguir para seu destino final. O Senhor dos Mortos é o mais poderoso dos Senhores das Trevas. Gabriel precisará de todas as forças para derrotá-lo. Eu me preocupo com ele: sua mente está cansada, enferma talvez. Ele questiona sua própria fé, questiona seu próprio coração. Poderá ele vencer? Venha, meu amigo, venha um pouco mais e você poderá ver sua Marie novamente.
Menu_Loading_10_5_crematory_oven	Alimentado pelas próprias chamas do Inferno, o forno crematório é onde o Coveiro realiza seu trabalho medonho. Um poderoso demônio que carrega uma pá tão afiada quanto um cutelo, com a qual ele pode cortar um homem em dois com apenas um golpe. O Coveiro rasgará a própria alma de Gabriel na primeira oportunidade que tiver. Ainda assim, sinto que nosso herói tem poder de sobra para lidar com essa criatura. Isso poderá ser realmente interessante. Sinto a raiva de Gabriel brotando dentro de si, e me pergunto quem será o mais terrível: o demônio ou o nosso herói?
Menu_Loading_11_0_the_necromancer_abyss	Aconteceu, enfim: eis o abismo do Necromante aos seus pés. Ele é sombrio e terrível, e os gritos dos mortos o seguem aonde quer que ele vá. Não há nada além de ódio em seu coração. Ódio por aqueles levaram sua amada. Por aqueles que o levaram a fazer coisas terríveis. Por aqueles que levaram sua humanidade. Ó descendentes da morte, é chegada a hora de colher a tempestade: eis aí o Príncipe das Trevas.
Menu_Loading_11_8_dracolich	Olhe para ele, tão sombrio, tão lindo. Ele veio pela vingança e é vingança que ele terá. Uma máquina de matar sem remorso, impiedosa. O que aconteceu com você, Gabriel? O que se você se tornou? O amor cegou você, meu amigo, mas você mudou. Sua jornada está perto do fim, o sonho já está à vista. Agora você deve enfrentar a morte e vencê-la. A máscara é um poderoso artefato, e aquele que a usa pode fazer qualquer coisa! Trazer os mortos de volta à vida, governar o mundo, destruir o universo, desafiar o próprio Deus. Você é o escolhido, Gabriel. Você é o escolhido!
Menu_Loading_12_3_final_fight	Eis agora a batalha final. Marie está à sua espera, meu amigo. Ela sabe o que você fez. Ela sabe de tudo. Por todo esse tempo, Marie alimentou a esperança de que você salvaria o mundo. E cá está você, à beira do fim do mundo. Você está na corda bamba. Ela manteve a confiança em você apesar de tudo. Agora você deve cumprir seu destino: a verdade verá à tona. Eu vou ajudá-lo, velho amigo. Estarei com você no momento de sua vitória!
Menu_AbortGame	Sair
Menu_AbortGame_Question	Sair do Jogo Atual?
Menu_Audio_MusicVolume	Volume da Música
Menu_Audio_SoundVolume	Volume dos Efeitos Sonoros
Menu_Audio_VoiceVolume	Volume das Vozes
Menu_Audio_MovieVolume	Volume de Vídeo
Menu_Accept	Aceitar
Menu_AutoSave	Salvamento Automático
Menu_Back	Voltar
Menu_Continue	Continuar
Menu_Continue_Quest	Continuar a Jornada
Menu_Credits	Créditos
Menu_ExitGame	Sair do Jogo
Menu_ExitGame_Question	Sair do Jogo?
Menu_LoadGame	Carregar Jogo
Menu_LoadGame_Question	Carregar Jogo?
Menu_LoadLevel_Question	Ir para este local?
Menu_Warning_LoadLevel	O progresso de jogo do início do último mapa no qual você jogou será perdido.
Menu_Warning_Cheats	.
PS3_Menu_Warning_Cheats	As trapaças vão desativar os jogos salvos e os troféus.
Menu_Warning_Question	Ativar trapaças?
Menu_Back_To_Index	Voltar ao Índice
Menu_Next_Chapter	Próximo Capítulo
Menu_Save_And_Exit	Salvar e Sair
Menu_Back_To_Index_Question	Voltar ao Índice?
Menu_Warning_Back_To_Index	O progresso de jogo do início da fase será perdido.
Menu_PrevImage	Anterior
Menu_NextImage	Próximo
Menu_Options	Opções
Menu_Options_Audio	Áudio
Menu_Options_Controls	Controle
Menu_Options_Video	Vídeo
Menu_Question_High	Alta
Menu_Question_Low	Baixa
Menu_Question_Medium	Médio
Menu_Question_No	Não
Menu_Question_Yes	Sim
Menu_ReturnToGame	Voltar ao Jogo
Menu_SaveGame	Salvar Jogo
Menu_SaveGame_New	Salvar Novo Jogo
Menu_SaveGame_Overwrite_Question	Salvar por cima do Jogo Salvo?
Menu_SinglePlayer	Um Jogador
Menu_NewGame	Novo Jogo
Menu_Skill_Level	Dificuldade
Menu_Skill_Easy	Escudeiro
Menu_Skill_Normal	Guerreiro
Menu_Skill_Hard	Cavaleiro
Menu_Skill_Very_Hard	Paladino
Menu_Skill_SystemMessage	Nível de habilidade escolhido: %s
Menu_Split_Type	Tipo de Jogo
Menu_Video_Apply	Aplicar Alterações
Menu_Video_Bloom	Incandescência
Menu_Video_Deformation	Deformação
Menu_Video_Fog	Neblina de Distância
Menu_Video_Gamma	Correção de Gama
Menu_Video_Lock	Sincronia do Mouse
Menu_Video_Mode	Modo de Vídeo
Menu_Video_MotionBlur	Desfoque de Movimento
Menu_Video_SetDefaults	Definir Padrões
Menu_Video_Shadows	Sombras
Menu_Video_TextureDetail	Detalhe de Textura
Menu_Video_TextureFilter	Filtro de Textura
Menu_Video_VSync	Sincronização Vertical
Menu_Configuration	Configuração
Menu_Historic_Missions	Capítulos
Menu_Keep_Crouch	Manter agachamento
Menu_Keep_Sticks_Sensibility	Sensibilidade dos analógicos
Menu_Keep_Auto_Reload	Recarregamento Automático
Menu_Keep_Auto_Aim	Mira Assistida
Menu_Keep_Invert_View	Inverter Visão
Menu_Press_Start	.
Menu_Press_Continue	Aperte %s para continuar
Menu_Restart	Recomeçar
Menu_Restart_Waypoint	Recomece do Último Checkpoint
Menu_Controls_Move	Movimento
Menu_Controls_Aim	.
Menu_Controls_Zoom_1	Aperte e Segure para recarregar a Magia Sombria
Menu_Controls_Zoom_2	com a Energia Elementar do ambiente
Menu_Controls_Crouch_1	Aperte e Segure para recarregar a Magia da Luz
Menu_Controls_Crouch_2	com a Energia Elementar do ambiente
Menu_Controls_Reload	Ataque Direto
Menu_Controls_Flashlight	Ataque Amplo
